topic_id	display_label	raw_name	keywords	chunk_count	label_status
246	Car · Cars · Import · Controls	246_car_cars_import_controls	['car', 'cars', 'import', 'controls', 'expatriates', 'model', 'importing', 'customs', 'vehicle', 'exception', 'permanently', 'granted']	51	needs_review
247	Island · Beloved · Islands · Villages	247_island_beloved_islands_villages	['island', 'beloved', 'islands', 'villages', 'traitors', 'tell', 'remnants', 'liberation', 'land', 'birth', 'approaching', 'grave']	51	needs_review
248	Infantry · Division · 22Nd · Brigade	248_infantry_division_22nd_brigade	['infantry', 'division', '22nd', 'brigade', 'sixth', '18th', 'officers', '6th', 'noncommissioned', 'soldiers', 'describing', 'spirit']	50	needs_review
249	Gold · Kilos · Arrested · Girl	249_gold_kilos_arrested_girl	['gold', 'kilos', 'arrested', 'girl', 'arqin', 'mining', 'currency', 'seized', 'thwarted', 'intelligence', 'smuggle', 'refers']	50	needs_review
250	Zakat · Bureau · Meat · Office	250_zakat_bureau_meat_office	['zakat', 'bureau', 'meat', 'office', 'bags', 'program', 'distribution', 'allocated', 'thousand', 'return', 'sacrifice', 'families']	50	needs_review
251	Displacement · Occupied · Longer · Slightest	251_displacement_occupied_longer_slightest	['displacement', 'occupied', 'longer', 'slightest', 'regulation', 'prolonged', 'breath', 'homes', 'hope', 'peoples', 'lacks', 'treachery']	48	needs_review
252	Salva · Kiir · Kiirs · Juba	252_salva_kiir_kiirs_juba	['salva', 'kiir', 'kiirs', 'juba', 'machar', 'deng', 'wahid', 'invitation', 'nour', 'arrives', 'ugandan', 'wife']	48	needs_review
253	Discover · Discovered · Ibn · Friend	253_discover_discovered_ibn_friend	['discover', 'discovered', 'ibn', 'friend', 'did', 'saw', 'ones', 'almahdi', 'alsadiq', 'let', 'abu', 'emigrate']	48	needs_review
254	Homeland · Traitor · Homelands · Hands	254_homeland_traitor_homelands_hands	['homeland', 'traitor', 'homelands', 'hands', 'traitors', 'patriotism', 'faces', 'steadfastness', 'courtesy', 'nation', 'imagined', 'wasting']	47	needs_review
255	Elected · Almirghani · Hamdok · Congratulates	255_elected_almirghani_hamdok_congratulates	['elected', 'almirghani', 'hamdok', 'congratulates', 'prime', 'glorious', 'unite', 'fulfill', 'mansour', 'moneim', 'nazir', 'occasion']	47	needs_review
256	Umma · Party · Rebuilding · National	256_umma_party_rebuilding_national	['umma', 'party', 'rebuilding', 'national', 'kasla', 'affirms', 'sound', 'presidency', 'foundations', 'construction', 'achieve', 'democratic']	47	needs_review
257	Admission · Receiving · Final · Completion	257_admission_receiving_final_completion	['admission', 'receiving', 'final', 'completion', 'secure', 'luck', 'apply', 'applicants', 'procedures', 'application', 'register', 'link']	46	needs_review
258	Milk · Sudannewsnetwork · 2017 · Kilograms	258_milk_sudannewsnetwork_2017_kilograms	['milk', 'sudannewsnetwork', '2017', 'kilograms', 'preparation', 'monitoring', 'newspapers', '15000', 'headlines', 'omani', 'half', 'httpstmesdnewsnetwork']	46	needs_review
259	Pregnant · Honey · Mothers · Nutritional	259_pregnant_honey_mothers_nutritional	['pregnant', 'honey', 'mothers', 'nutritional', 'guide', 'birth', 'reproductive', 'breastfeeding', 'baby', 'child', 'women', 'children']	46	needs_review
260	Qatina · Militia · Stormed · Villages	260_qatina_militia_stormed_villages	['qatina', 'militia', 'stormed', 'villages', 'neighborhoods', 'looting', 'beating', 'gandhi', 'purposes', 'cutting', 'assaulted', 'using']	45	needs_review
261	Honorable · Officers · Noncommissioned · Division	261_honorable_officers_noncommissioned_division	['honorable', 'officers', 'noncommissioned', 'division', 'forces', 'joining', 'welcome', 'soldiers', 'rsf', 'armed', 'regardless', 'diversity']	45	needs_review
262	Morgue · Forensic · Bodies · Unidentified	262_morgue_forensic_bodies_unidentified	['morgue', 'forensic', 'bodies', 'unidentified', 'deceased', 'body', 'graves', 'terrifying', 'secrets', 'investigate', 'doctors', 'investigations']	44	needs_review
263	Uae · Emirates · Gulf · Dubai	263_uae_emirates_gulf_dubai	['uae', 'emirates', 'gulf', 'dubai', 'emirati', 'middle', 'hands', 'buy', 'created', 'countries', 'britain', 'financial']	44	needs_review
264	Injured · Drowned · Bodies · Victims	264_injured_drowned_bodies_victims	['injured', 'drowned', 'bodies', 'victims', 'children', 'wished', 'toll', 'recovery', 'girl', 'speedy', 'extent', 'women']	44	needs_review
265	Arabs · Diaspora · Rizeigat · Desert	265_arabs_diaspora_rizeigat_desert	['arabs', 'diaspora', 'rizeigat', 'desert', 'certain', 'janjaweed', 'neighbors', 'racism', 'forget', 'bbc', 'niger', 'harm']	44	needs_review
266	Division · Brigade · Infantry · Graduation	266_division_brigade_infantry_graduation	['division', 'brigade', 'infantry', 'graduation', 'entertainment', 'recruits', 'guidance', 'batch', 'commander', '1st', 'armed', 'corps']	44	needs_review
267	Militia · Alharith · Civilians · Rapid	267_militia_alharith_civilians_rapid	['militia', 'alharith', 'civilians', 'rapid', 'weapons', 'crimes', 'adre', 'crossing', 'commit', 'idris', 'international', 'silence']	44	needs_review
268	English · Academy · Courses · Networking	268_english_academy_courses_networking	['english', 'academy', 'courses', 'networking', 'training', 'airline', 'riyals', 'language', 'auspices', 'affiliated', 'tickets', 'arabia']	43	needs_review
269	Endeavors · Succeed · Collaborators · Brought	269_endeavors_succeed_collaborators_brought	['endeavors', 'succeed', 'collaborators', 'brought', 'ireland', 'slow', 'honesty', 'suspicion', 'work', 'good', 'efficiency', 'following']	43	needs_review
270	Chadian · Chad · Ndjamena · Mohamed	270_chadian_chad_ndjamena_mohamed	['chadian', 'chad', 'ndjamena', 'mohamed', 'president', 'peaceful', 'neighboring', 'diplomats', 'crisis', 'foreign', 'origins', 'solution']	43	needs_review
271	Crossing · Adre · Border · Visas	271_crossing_adre_border_visas	['crossing', 'adre', 'border', 'visas', 'open', 'obstruction', 'permits', 'humanitarian', 'crucial', 'crossings', 'entry', 'agreed']	42	needs_review
272	Latest · Application · Httpstmesdnewsnetwork · Link	272_latest_application_httpstmesdnewsnetwork_link	['latest', 'application', 'httpstmesdnewsnetwork', 'link', 'follow', 'telegram', 'news', 'version', 'wonderful', 'mona', 'governorcenter', '41']	42	needs_review
273	Traitors · Traitor · Deception · Mouth	273_traitors_traitor_deception_mouth	['traitors', 'traitor', 'deception', 'mouth', 'punish', 'blind', 'turn', 'bite', 'hate', 'humiliated', 'throne', 'eye']	42	needs_review
274	Preparation · Monitoring · Newspapers · 2018	274_preparation_monitoring_newspapers_2018	['preparation', 'monitoring', 'newspapers', '2018', 'headlines', 'arab', 'issued', '2017', 'sunday', 'july', 'november', 'october']	41	needs_review
275	Uae · Jeddah · Stop · Parties	275_uae_jeddah_stop_parties	['uae', 'jeddah', 'stop', 'parties', 'achieved', 'clarified', 'translation', 'weapon', 'unilateral', 'direct', 'stopping', 'focus']	41	needs_review
276	English · Language · Luck · Benefit	276_english_language_luck_benefit	['english', 'language', 'luck', 'benefit', 'hoping', 'exam', 'test', 'prepare', 'canada', 'good', 'tests', 'sent']	41	needs_review
277	Forest · Forests · Forestry · Trees	277_forest_forests_forestry_trees	['forest', 'forests', 'forestry', 'trees', 'museum', 'authority', 'tree', 'activation', 'rare', 'blue', 'produce', 'green']	40	needs_review
278	Albashir · Bank · Gold · Liquidity	278_albashir_bank_gold_liquidity	['albashir', 'bank', 'gold', 'liquidity', 'banks', 'reserves', 'seizure', 'case', 'dismissing', 'almirghani', 'elections', 'abbas']	40	needs_review
279	Reading · War · Internal · Planning	279_reading_war_internal_planning	['reading', 'war', 'internal', 'planning', 'colonialism', 'context', 'marginalization', 'interests', 'political', 'circle', 'tragedy', 'represented']	40	needs_review
280	Uae · Emirates · Dhabi · Relations	280_uae_emirates_dhabi_relations	['uae', 'emirates', 'dhabi', 'relations', 'jordanian', 'diplomats', 'evidence', 'disregard', 'diplomatic', 'ignorance', 'minds', 'statement']	40	needs_review
281	Locality · Shall · Hands · Executive	281_locality_shall_hands_executive	['locality', 'shall', 'hands', 'executive', 'kurmuk', 'citizens', 'director', 'watan', 'slogan', 'thanks', 'commissioner', 'issues']	40	needs_review
282	Dead · Doctors · Hospital · Wounded	282_dead_doctors_hospital_wounded	['dead', 'doctors', 'hospital', 'wounded', 'khater', 'directorgeneral', 'network', 'result', 'injured', 'fasher', 'alhasahisa', 'medical']	40	needs_review
283	English · Language · Courses · Interested	283_english_language_courses_interested	['english', 'language', 'courses', 'interested', 'jobs', 'organizations', 'registration', 'opened', 'auspices', 'airline', 'teaching', 'created']	40	needs_review
284	Karry · Httpstmekraray224466 · Share · Channel	284_karry_httpstmekraray224466_share_channel	['karry', 'httpstmekraray224466', 'share', 'channel', 'telegram', 'karari', 'thats', 'thank', 'source', 'agencies', 'join', 'efforts']	40	needs_review
285	Channel · Telegram · Follow · Sudan	285_channel_telegram_follow_sudan	['channel', 'telegram', 'follow', 'sudan', 'httpstmesudaaan', 'copied', 'proud', 'karry', 'later', 'believe', 'share', 'httpstmekraray224466']	40	needs_review
286	Jobs · Interested · Organizations · Contains	286_jobs_interested_organizations_contains	['jobs', 'interested', 'organizations', 'contains', 'channel', 'telegram', 'chain', 'supply', 'japan', 'officer', 'sudan', 'currently']	40	needs_review
287	Maximum · Age · 30 · Reliable	287_maximum_age_30_reliable	['maximum', 'age', '30', 'reliable', 'coverage', 'khartoumjanjaweedcemetery', 'years', 'immediate', 'follow', 'sources', 'whatsapp', 'news']	40	needs_review
