message_key	topic_id	evidence_chunk_count	spans
1607612882:53291	35	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":69,""source_start_char"":0,""source_end_char"":69}]"
1607612882:53291	229	1	"[{""chunk_id"":3,""start_char"":241,""end_char"":826,""source_start_char"":238,""source_end_char"":823}]"
1607612882:53406	0	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":682,""source_start_char"":0,""source_end_char"":681}]"
1607612882:53445	51	1	"[{""chunk_id"":5,""start_char"":2478,""end_char"":2723,""source_start_char"":2472,""source_end_char"":2717}]"
1607612882:53445	209	2	"[{""chunk_id"":0,""start_char"":0,""end_char"":782,""source_start_char"":0,""source_end_char"":782},{""chunk_id"":1,""start_char"":784,""end_char"":1310,""source_start_char"":783,""source_end_char"":1309}]"
1607612882:53501	12	1	"[{""chunk_id"":1,""start_char"":902,""end_char"":1185,""source_start_char"":901,""source_end_char"":1184}]"
1607612882:53526	89	1	"[{""chunk_id"":3,""start_char"":729,""end_char"":817,""source_start_char"":726,""source_end_char"":814}]"
1607612882:53526	230	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":143,""source_start_char"":0,""source_end_char"":143}]"
1607612882:53646	3	2	"[{""chunk_id"":0,""start_char"":0,""end_char"":940,""source_start_char"":0,""source_end_char"":940},{""chunk_id"":1,""start_char"":942,""end_char"":1220,""source_start_char"":941,""source_end_char"":1219}]"
1607612882:53660	4	2	"[{""chunk_id"":0,""start_char"":0,""end_char"":130,""source_start_char"":0,""source_end_char"":130},{""chunk_id"":7,""start_char"":2306,""end_char"":2844,""source_start_char"":2310,""source_end_char"":2848}]"
1607612882:53660	47	1	"[{""chunk_id"":10,""start_char"":3045,""end_char"":3096,""source_start_char"":3065,""source_end_char"":3116}]"
1607612882:53660	73	1	"[{""chunk_id"":4,""start_char"":1185,""end_char"":2006,""source_start_char"":1192,""source_end_char"":2013}]"
1607612882:53660	89	1	"[{""chunk_id"":1,""start_char"":132,""end_char"":569,""source_start_char"":131,""source_end_char"":568}]"
1607612882:53660	177	1	"[{""chunk_id"":12,""start_char"":3297,""end_char"":3520,""source_start_char"":3315,""source_end_char"":3538}]"
1607612882:53660	252	1	"[{""chunk_id"":5,""start_char"":2008,""end_char"":2178,""source_start_char"":2014,""source_end_char"":2184}]"
1607612882:53687	87	1	"[{""chunk_id"":3,""start_char"":1309,""end_char"":1546,""source_start_char"":1306,""source_end_char"":1543}]"
1607612882:53687	237	1	"[{""chunk_id"":4,""start_char"":1548,""end_char"":1848,""source_start_char"":1544,""source_end_char"":1844}]"
1607612882:53698	64	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":834,""source_start_char"":0,""source_end_char"":834}]"
1607612882:53736	56	3	"[{""chunk_id"":1,""start_char"":745,""end_char"":1206,""source_start_char"":744,""source_end_char"":1205},{""chunk_id"":2,""start_char"":1208,""end_char"":1526,""source_start_char"":1206,""source_end_char"":1524},{""chunk_id"":3,""start_char"":1528,""end_char"":1989,""source_start_char"":1525,""source_end_char"":1986}]"
1607612882:53736	210	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":743,""source_start_char"":0,""source_end_char"":743}]"
1607612882:53829	210	1	"[{""chunk_id"":1,""start_char"":988,""end_char"":1245,""source_start_char"":987,""source_end_char"":1244}]"
1607612882:53854	32	2	"[{""chunk_id"":0,""start_char"":0,""end_char"":996,""source_start_char"":0,""source_end_char"":996},{""chunk_id"":2,""start_char"":1344,""end_char"":2353,""source_start_char"":1342,""source_end_char"":2351}]"
1607612882:53943	0	1	"[{""chunk_id"":3,""start_char"":1332,""end_char"":1574,""source_start_char"":1329,""source_end_char"":1571}]"
1607612882:53943	10	1	"[{""chunk_id"":6,""start_char"":2244,""end_char"":3244,""source_start_char"":2238,""source_end_char"":3238}]"
1607612882:53943	56	1	"[{""chunk_id"":9,""start_char"":3812,""end_char"":4042,""source_start_char"":3803,""source_end_char"":4033}]"
1607612882:53943	239	2	"[{""chunk_id"":0,""start_char"":0,""end_char"":92,""source_start_char"":0,""source_end_char"":92},{""chunk_id"":8,""start_char"":3531,""end_char"":3810,""source_start_char"":3523,""source_end_char"":3802}]"
1607612882:54039	4	3	"[{""chunk_id"":0,""start_char"":0,""end_char"":600,""source_start_char"":0,""source_end_char"":600},{""chunk_id"":4,""start_char"":769,""end_char"":1568,""source_start_char"":762,""source_end_char"":1561},{""chunk_id"":5,""start_char"":1570,""end_char"":2480,""source_start_char"":1562,""source_end_char"":2472}]"
1607612882:54039	8	1	"[{""chunk_id"":2,""start_char"":649,""end_char"":699,""source_start_char"":645,""source_end_char"":695}]"
1607612882:54039	169	1	"[{""chunk_id"":1,""start_char"":602,""end_char"":647,""source_start_char"":600,""source_end_char"":645}]"
1607612882:54039	263	1	"[{""chunk_id"":3,""start_char"":701,""end_char"":767,""source_start_char"":695,""source_end_char"":761}]"
1607612882:54065	6	3	"[{""chunk_id"":7,""start_char"":1038,""end_char"":1242,""source_start_char"":1029,""source_end_char"":1233},{""chunk_id"":15,""start_char"":2752,""end_char"":3300,""source_start_char"":2778,""source_end_char"":3326},{""chunk_id"":16,""start_char"":3302,""end_char"":3412,""source_start_char"":3327,""source_end_char"":3437}]"
1607612882:54065	8	1	"[{""chunk_id"":14,""start_char"":2438,""end_char"":2750,""source_start_char"":2465,""source_end_char"":2777}]"
1607612882:54065	19	1	"[{""chunk_id"":3,""start_char"":472,""end_char"":596,""source_start_char"":467,""source_end_char"":591}]"
1607612882:54065	47	1	"[{""chunk_id"":8,""start_char"":1244,""end_char"":1310,""source_start_char"":1234,""source_end_char"":1300}]"
1607612882:54065	79	1	"[{""chunk_id"":17,""start_char"":3414,""end_char"":3499,""source_start_char"":3438,""source_end_char"":3523}]"
1607612882:54065	89	1	"[{""chunk_id"":2,""start_char"":272,""end_char"":470,""source_start_char"":268,""source_end_char"":466}]"
1607612882:54065	102	1	"[{""chunk_id"":4,""start_char"":598,""end_char"":706,""source_start_char"":592,""source_end_char"":700}]"
1607612882:54065	191	1	"[{""chunk_id"":12,""start_char"":1387,""end_char"":1462,""source_start_char"":1416,""source_end_char"":1491}]"
1607612882:54065	201	1	"[{""chunk_id"":13,""start_char"":1464,""end_char"":2436,""source_start_char"":1492,""source_end_char"":2464}]"
1607612882:54065	227	1	"[{""chunk_id"":6,""start_char"":804,""end_char"":1036,""source_start_char"":796,""source_end_char"":1028}]"
1607612882:54083	3	4	"[{""chunk_id"":1,""start_char"":530,""end_char"":750,""source_start_char"":529,""source_end_char"":749},{""chunk_id"":7,""start_char"":1672,""end_char"":2101,""source_start_char"":1665,""source_end_char"":2094},{""chunk_id"":9,""start_char"":2979,""end_char"":3301,""source_start_char"":2970,""source_end_char"":3292},{""chunk_id"":11,""start_char"":3498,""end_char"":3743,""source_start_char"":3487,""source_end_char"":3732}]"
1607612882:54083	13	1	"[{""chunk_id"":12,""start_char"":3745,""end_char"":3829,""source_start_char"":3733,""source_end_char"":3817}]"
1607612882:54085	17	1	"[{""chunk_id"":1,""start_char"":0,""end_char"":133,""source_start_char"":28,""source_end_char"":161}]"
1607612882:54085	38	1	"[{""chunk_id"":2,""start_char"":135,""end_char"":263,""source_start_char"":162,""source_end_char"":290}]"
1607612882:54085	45	1	"[{""chunk_id"":4,""start_char"":418,""end_char"":477,""source_start_char"":443,""source_end_char"":502}]"
1607612882:54085	167	1	"[{""chunk_id"":3,""start_char"":265,""end_char"":416,""source_start_char"":291,""source_end_char"":442}]"
1607612882:54093	2	3	"[{""chunk_id"":0,""start_char"":0,""end_char"":777,""source_start_char"":0,""source_end_char"":777},{""chunk_id"":2,""start_char"":1051,""end_char"":1341,""source_start_char"":1049,""source_end_char"":1339},{""chunk_id"":3,""start_char"":1343,""end_char"":1421,""source_start_char"":1340,""source_end_char"":1418}]"
1607612882:54093	108	1	"[{""chunk_id"":1,""start_char"":779,""end_char"":1049,""source_start_char"":778,""source_end_char"":1048}]"
1607612882:5412	45	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":280,""source_start_char"":0,""source_end_char"":280}]"
1607612882:54126	28	1	"[{""chunk_id"":1,""start_char"":719,""end_char"":1000,""source_start_char"":718,""source_end_char"":999}]"
1607612882:54126	64	2	"[{""chunk_id"":0,""start_char"":0,""end_char"":717,""source_start_char"":0,""source_end_char"":717},{""chunk_id"":6,""start_char"":2100,""end_char"":2903,""source_start_char"":2120,""source_end_char"":2923}]"
1607612882:54163	2	1	"[{""chunk_id"":11,""start_char"":2581,""end_char"":3442,""source_start_char"":2586,""source_end_char"":3447}]"
1607612882:54163	35	1	"[{""chunk_id"":5,""start_char"":900,""end_char"":1182,""source_start_char"":911,""source_end_char"":1193}]"
1607612882:54297	0	1	"[{""chunk_id"":2,""start_char"":1084,""end_char"":1282,""source_start_char"":1082,""source_end_char"":1279}]"
1607612882:54297	70	1	"[{""chunk_id"":1,""start_char"":931,""end_char"":1082,""source_start_char"":930,""source_end_char"":1081}]"
1607612882:54319	0	1	"[{""chunk_id"":6,""start_char"":989,""end_char"":1049,""source_start_char"":983,""source_end_char"":1043}]"
1607612882:54319	127	1	"[{""chunk_id"":1,""start_char"":429,""end_char"":628,""source_start_char"":428,""source_end_char"":627}]"
1607612882:54319	271	1	"[{""chunk_id"":3,""start_char"":718,""end_char"":785,""source_start_char"":715,""source_end_char"":782}]"
1607612882:54349	1	1	"[{""chunk_id"":2,""start_char"":67,""end_char"":227,""source_start_char"":94,""source_end_char"":254}]"
1607612882:54349	31	1	"[{""chunk_id"":1,""start_char"":0,""end_char"":65,""source_start_char"":28,""source_end_char"":93}]"
1607612882:54392	28	1	"[{""chunk_id"":1,""start_char"":0,""end_char"":145,""source_start_char"":28,""source_end_char"":173}]"
1607612882:54419	0	2	"[{""chunk_id"":2,""start_char"":615,""end_char"":724,""source_start_char"":613,""source_end_char"":722},{""chunk_id"":3,""start_char"":726,""end_char"":1406,""source_start_char"":723,""source_end_char"":1403}]"
1607612882:54419	33	1	"[{""chunk_id"":4,""start_char"":1408,""end_char"":1445,""source_start_char"":1404,""source_end_char"":1441}]"
1607612882:54419	78	1	"[{""chunk_id"":1,""start_char"":395,""end_char"":613,""source_start_char"":394,""source_end_char"":612}]"
1607612882:54429	4	1	"[{""chunk_id"":1,""start_char"":0,""end_char"":119,""source_start_char"":28,""source_end_char"":147}]"
1607612882:54429	106	1	"[{""chunk_id"":2,""start_char"":121,""end_char"":1205,""source_start_char"":148,""source_end_char"":1231}]"
1607612882:54515	0	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":256,""source_start_char"":0,""source_end_char"":255}]"
1607612882:54532	9	1	"[{""chunk_id"":1,""start_char"":146,""end_char"":422,""source_start_char"":145,""source_end_char"":421}]"
1607612882:54532	76	1	"[{""chunk_id"":3,""start_char"":711,""end_char"":938,""source_start_char"":708,""source_end_char"":935}]"
1607612882:54532	170	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":144,""source_start_char"":0,""source_end_char"":144}]"
1607612882:54532	232	1	"[{""chunk_id"":2,""start_char"":424,""end_char"":709,""source_start_char"":422,""source_end_char"":707}]"
1607612882:54613	32	1	"[{""chunk_id"":4,""start_char"":598,""end_char"":1603,""source_start_char"":594,""source_end_char"":1599}]"
1607612882:54613	42	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":211,""source_start_char"":0,""source_end_char"":211}]"
1607612882:54613	70	1	"[{""chunk_id"":2,""start_char"":436,""end_char"":494,""source_start_char"":434,""source_end_char"":492}]"
1607612882:54613	256	1	"[{""chunk_id"":3,""start_char"":496,""end_char"":596,""source_start_char"":493,""source_end_char"":593}]"
1607612882:54626	32	3	"[{""chunk_id"":0,""start_char"":0,""end_char"":344,""source_start_char"":0,""source_end_char"":344},{""chunk_id"":2,""start_char"":568,""end_char"":1355,""source_start_char"":566,""source_end_char"":1353},{""chunk_id"":3,""start_char"":1357,""end_char"":2355,""source_start_char"":1354,""source_end_char"":2351}]"
1607612882:54626	70	1	"[{""chunk_id"":1,""start_char"":346,""end_char"":566,""source_start_char"":345,""source_end_char"":565}]"
1607612882:54642	197	3	"[{""chunk_id"":4,""start_char"":1383,""end_char"":1723,""source_start_char"":1379,""source_end_char"":1719},{""chunk_id"":5,""start_char"":1725,""end_char"":2767,""source_start_char"":1720,""source_end_char"":2762},{""chunk_id"":8,""start_char"":3260,""end_char"":3795,""source_start_char"":3252,""source_end_char"":3786}]"
1607612882:54643	80	1	"[{""chunk_id"":1,""start_char"":984,""end_char"":1198,""source_start_char"":982,""source_end_char"":1195}]"
1607612882:54723	20	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":582,""source_start_char"":0,""source_end_char"":582}]"
1607612882:54825	31	7	"[{""chunk_id"":2,""start_char"":586,""end_char"":741,""source_start_char"":584,""source_end_char"":739},{""chunk_id"":3,""start_char"":743,""end_char"":1690,""source_start_char"":740,""source_end_char"":1687},{""chunk_id"":4,""start_char"":1692,""end_char"":1810,""source_start_char"":1688,""source_end_char"":1806},{""chunk_id"":5,""start_char"":1812,""end_char"":1990,""source_start_char"":1807,""source_end_char"":1985},{""chunk_id"":6,""start_char"":1992,""end_char"":2066,""source_start_char"":1986,""source_end_char"":2060},{""chunk_id"":8,""start_char"":2190,""end_char"":2328,""source_start_char"":2181,""source_end_char"":2319},{""chunk_id"":9,""start_char"":2330,""end_char"":3228,""source_start_char"":2319,""source_end_char"":3215}]"
1607612882:54825	222	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":352,""source_start_char"":0,""source_end_char"":352}]"
1607612882:54825	263	1	"[{""chunk_id"":7,""start_char"":2068,""end_char"":2188,""source_start_char"":2060,""source_end_char"":2180}]"
1607612882:54932	106	1	"[{""chunk_id"":1,""start_char"":0,""end_char"":105,""source_start_char"":28,""source_end_char"":133}]"
1607612882:54932	189	1	"[{""chunk_id"":2,""start_char"":107,""end_char"":173,""source_start_char"":134,""source_end_char"":200}]"
1607612882:5494	74	1	"[{""chunk_id"":1,""start_char"":68,""end_char"":133,""source_start_char"":67,""source_end_char"":132}]"
1607612882:5494	103	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":66,""source_start_char"":0,""source_end_char"":66}]"
1607612882:55065	1	1	"[{""chunk_id"":3,""start_char"":1347,""end_char"":1568,""source_start_char"":1344,""source_end_char"":1565}]"
1607612882:55065	97	1	"[{""chunk_id"":4,""start_char"":1570,""end_char"":2051,""source_start_char"":1566,""source_end_char"":2047}]"
1607612882:55065	263	2	"[{""chunk_id"":1,""start_char"":908,""end_char"":1143,""source_start_char"":907,""source_end_char"":1142},{""chunk_id"":5,""start_char"":2053,""end_char"":2397,""source_start_char"":2048,""source_end_char"":2392}]"
1607612882:55123	1	6	"[{""chunk_id"":1,""start_char"":150,""end_char"":356,""source_start_char"":149,""source_end_char"":355},{""chunk_id"":2,""start_char"":358,""end_char"":653,""source_start_char"":356,""source_end_char"":651},{""chunk_id"":3,""start_char"":655,""end_char"":908,""source_start_char"":652,""source_end_char"":905},{""chunk_id"":5,""start_char"":1034,""end_char"":1896,""source_start_char"":1029,""source_end_char"":1891},{""chunk_id"":8,""start_char"":2273,""end_char"":2818,""source_start_char"":2265,""source_end_char"":2810},{""chunk_id"":14,""start_char"":3403,""end_char"":3564,""source_start_char"":3388,""source_end_char"":3549}]"
1607612882:55123	2	1	"[{""chunk_id"":13,""start_char"":3324,""end_char"":3401,""source_start_char"":3310,""source_end_char"":3387}]"
1607612882:55123	37	1	"[{""chunk_id"":10,""start_char"":2972,""end_char"":3070,""source_start_char"":2962,""source_end_char"":3060}]"
1607612882:55123	129	1	"[{""chunk_id"":12,""start_char"":3214,""end_char"":3322,""source_start_char"":3202,""source_end_char"":3310}]"
1607612882:55123	191	1	"[{""chunk_id"":15,""start_char"":3566,""end_char"":3610,""source_start_char"":3550,""source_end_char"":3594}]"
1607612882:55123	206	1	"[{""chunk_id"":16,""start_char"":3612,""end_char"":3963,""source_start_char"":3595,""source_end_char"":3946}]"
1607612882:55211	2	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":946,""source_start_char"":0,""source_end_char"":946}]"
1607612882:5525	89	1	"[{""chunk_id"":2,""start_char"":464,""end_char"":896,""source_start_char"":462,""source_end_char"":894}]"
1607612882:5525	129	1	"[{""chunk_id"":5,""start_char"":1365,""end_char"":1514,""source_start_char"":1360,""source_end_char"":1509}]"
1607612882:5525	169	2	"[{""chunk_id"":1,""start_char"":283,""end_char"":462,""source_start_char"":282,""source_end_char"":461},{""chunk_id"":4,""start_char"":1251,""end_char"":1363,""source_start_char"":1247,""source_end_char"":1359}]"
1607612882:5525	261	1	"[{""chunk_id"":7,""start_char"":1648,""end_char"":1829,""source_start_char"":1641,""source_end_char"":1822}]"
1607612882:55285	13	1	"[{""chunk_id"":4,""start_char"":334,""end_char"":419,""source_start_char"":338,""source_end_char"":423}]"
1607612882:55285	32	1	"[{""chunk_id"":6,""start_char"":634,""end_char"":2091,""source_start_char"":636,""source_end_char"":2093}]"
1607612882:55285	33	1	"[{""chunk_id"":5,""start_char"":421,""end_char"":632,""source_start_char"":424,""source_end_char"":635}]"
1607612882:55285	70	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":271,""source_start_char"":0,""source_end_char"":271}]"
1607612882:55326	230	2	"[{""chunk_id"":0,""start_char"":0,""end_char"":993,""source_start_char"":0,""source_end_char"":993},{""chunk_id"":1,""start_char"":995,""end_char"":1589,""source_start_char"":994,""source_end_char"":1587}]"
1607612882:55333	36	1	"[{""chunk_id"":4,""start_char"":2796,""end_char"":2972,""source_start_char"":2792,""source_end_char"":2968}]"
1607612882:55333	68	1	"[{""chunk_id"":1,""start_char"":935,""end_char"":1680,""source_start_char"":934,""source_end_char"":1679}]"
1607612882:55369	3	2	"[{""chunk_id"":0,""start_char"":0,""end_char"":819,""source_start_char"":0,""source_end_char"":819},{""chunk_id"":1,""start_char"":821,""end_char"":1637,""source_start_char"":820,""source_end_char"":1636}]"
1607612882:55384	79	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":901,""source_start_char"":0,""source_end_char"":901}]"
1607612882:55408	0	2	"[{""chunk_id"":0,""start_char"":0,""end_char"":226,""source_start_char"":0,""source_end_char"":226},{""chunk_id"":1,""start_char"":228,""end_char"":501,""source_start_char"":227,""source_end_char"":500}]"
1607612882:55408	24	1	"[{""chunk_id"":2,""start_char"":503,""end_char"":806,""source_start_char"":501,""source_end_char"":804}]"
1607612882:55417	38	1	"[{""chunk_id"":2,""start_char"":252,""end_char"":460,""source_start_char"":250,""source_end_char"":458}]"
1607612882:55417	55	1	"[{""chunk_id"":5,""start_char"":1323,""end_char"":1356,""source_start_char"":1318,""source_end_char"":1351}]"
1607612882:55417	81	2	"[{""chunk_id"":0,""start_char"":0,""end_char"":199,""source_start_char"":0,""source_end_char"":199},{""chunk_id"":4,""start_char"":538,""end_char"":1321,""source_start_char"":534,""source_end_char"":1317}]"
1607612882:55417	102	1	"[{""chunk_id"":3,""start_char"":462,""end_char"":536,""source_start_char"":459,""source_end_char"":533}]"
1607612882:55439	59	1	"[{""chunk_id"":1,""start_char"":759,""end_char"":993,""source_start_char"":758,""source_end_char"":992}]"
1607612882:55476	31	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":1029,""source_start_char"":0,""source_end_char"":1028}]"
1607612882:55504	8	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":739,""source_start_char"":0,""source_end_char"":739}]"
1607612882:55504	57	1	"[{""chunk_id"":2,""start_char"":933,""end_char"":964,""source_start_char"":931,""source_end_char"":962}]"
1607612882:55540	9	1	"[{""chunk_id"":3,""start_char"":998,""end_char"":1231,""source_start_char"":995,""source_end_char"":1228}]"
1607612882:55603	6	2	"[{""chunk_id"":0,""start_char"":0,""end_char"":982,""source_start_char"":0,""source_end_char"":980},{""chunk_id"":1,""start_char"":984,""end_char"":1337,""source_start_char"":980,""source_end_char"":1332}]"
1607612882:55605	6	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":196,""source_start_char"":0,""source_end_char"":195}]"
1607612882:55635	4	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":205,""source_start_char"":0,""source_end_char"":205}]"
1607612882:55635	110	4	"[{""chunk_id"":1,""start_char"":207,""end_char"":258,""source_start_char"":206,""source_end_char"":257},{""chunk_id"":3,""start_char"":319,""end_char"":694,""source_start_char"":316,""source_end_char"":691},{""chunk_id"":4,""start_char"":696,""end_char"":1632,""source_start_char"":692,""source_end_char"":1628},{""chunk_id"":6,""start_char"":1752,""end_char"":2411,""source_start_char"":1746,""source_end_char"":2405}]"
1607612882:55635	134	1	"[{""chunk_id"":2,""start_char"":260,""end_char"":317,""source_start_char"":258,""source_end_char"":315}]"
1607612882:55660	0	1	"[{""chunk_id"":2,""start_char"":1201,""end_char"":1956,""source_start_char"":1199,""source_end_char"":1954}]"
1607612882:55660	37	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":792,""source_start_char"":0,""source_end_char"":792}]"
1607612882:55770	10	2	"[{""chunk_id"":9,""start_char"":2273,""end_char"":2505,""source_start_char"":2280,""source_end_char"":2512},{""chunk_id"":10,""start_char"":2507,""end_char"":2732,""source_start_char"":2513,""source_end_char"":2738}]"
1607612882:55770	72	1	"[{""chunk_id"":12,""start_char"":2734,""end_char"":3011,""source_start_char"":2742,""source_end_char"":3019}]"
1607612882:55770	160	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":960,""source_start_char"":0,""source_end_char"":960}]"
1607612882:55781	102	4	"[{""chunk_id"":1,""start_char"":855,""end_char"":1084,""source_start_char"":854,""source_end_char"":1083},{""chunk_id"":2,""start_char"":1086,""end_char"":1257,""source_start_char"":1084,""source_end_char"":1255},{""chunk_id"":3,""start_char"":1259,""end_char"":1473,""source_start_char"":1256,""source_end_char"":1470},{""chunk_id"":4,""start_char"":1475,""end_char"":2099,""source_start_char"":1471,""source_end_char"":2095}]"
1607612882:55843	77	5	"[{""chunk_id"":0,""start_char"":0,""end_char"":315,""source_start_char"":0,""source_end_char"":315},{""chunk_id"":3,""start_char"":570,""end_char"":738,""source_start_char"":567,""source_end_char"":735},{""chunk_id"":4,""start_char"":740,""end_char"":932,""source_start_char"":736,""source_end_char"":928},{""chunk_id"":5,""start_char"":934,""end_char"":1117,""source_start_char"":929,""source_end_char"":1112},{""chunk_id"":7,""start_char"":1395,""end_char"":1601,""source_start_char"":1388,""source_end_char"":1594}]"
1607612882:55843	254	2	"[{""chunk_id"":6,""start_char"":1119,""end_char"":1393,""source_start_char"":1113,""source_end_char"":1387},{""chunk_id"":10,""start_char"":1804,""end_char"":1889,""source_start_char"":1794,""source_end_char"":1879}]"
1607612882:55844	13	1	"[{""chunk_id"":11,""start_char"":3759,""end_char"":3966,""source_start_char"":3789,""source_end_char"":3996}]"
1607612882:55844	47	1	"[{""chunk_id"":6,""start_char"":2909,""end_char"":2973,""source_start_char"":2927,""source_end_char"":2991}]"
1607612882:55844	64	1	"[{""chunk_id"":1,""start_char"":0,""end_char"":213,""source_start_char"":23,""source_end_char"":236}]"
1607612882:55844	229	1	"[{""chunk_id"":3,""start_char"":1116,""end_char"":1714,""source_start_char"":1137,""source_end_char"":1735}]"
1607612882:55845	64	2	"[{""chunk_id"":1,""start_char"":285,""end_char"":533,""source_start_char"":284,""source_end_char"":532},{""chunk_id"":2,""start_char"":535,""end_char"":666,""source_start_char"":533,""source_end_char"":664}]"
1607612882:5600	12	1	"[{""chunk_id"":5,""start_char"":2462,""end_char"":2749,""source_start_char"":2457,""source_end_char"":2744}]"
1607612882:5600	42	2	"[{""chunk_id"":2,""start_char"":905,""end_char"":1183,""source_start_char"":903,""source_end_char"":1181},{""chunk_id"":9,""start_char"":3922,""end_char"":4057,""source_start_char"":3913,""source_end_char"":4048}]"
1607612882:5600	209	2	"[{""chunk_id"":0,""start_char"":0,""end_char"":490,""source_start_char"":0,""source_end_char"":490},{""chunk_id"":7,""start_char"":3085,""end_char"":3378,""source_start_char"":3078,""source_end_char"":3371}]"
1607612882:5612	8	2	"[{""chunk_id"":0,""start_char"":0,""end_char"":365,""source_start_char"":0,""source_end_char"":365},{""chunk_id"":1,""start_char"":367,""end_char"":448,""source_start_char"":366,""source_end_char"":447}]"
1607612882:5677	8	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":154,""source_start_char"":0,""source_end_char"":154}]"
1607612882:5791	8	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":104,""source_start_char"":0,""source_end_char"":104}]"
1607612882:5806	8	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":100,""source_start_char"":0,""source_end_char"":100}]"
1607612882:5879	9	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":652,""source_start_char"":0,""source_end_char"":647}]"
1607612882:5935	0	1	"[{""chunk_id"":2,""start_char"":165,""end_char"":336,""source_start_char"":162,""source_end_char"":333}]"
1607612882:5935	8	1	"[{""chunk_id"":8,""start_char"":3001,""end_char"":3694,""source_start_char"":2978,""source_end_char"":3667}]"
1607612882:5935	23	1	"[{""chunk_id"":7,""start_char"":2695,""end_char"":2999,""source_start_char"":2674,""source_end_char"":2978}]"
1607612882:5935	30	1	"[{""chunk_id"":4,""start_char"":1239,""end_char"":1527,""source_start_char"":1229,""source_end_char"":1517}]"
1607612882:5935	57	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":40,""source_start_char"":0,""source_end_char"":40}]"
1607612882:5936	230	2	"[{""chunk_id"":0,""start_char"":0,""end_char"":682,""source_start_char"":0,""source_end_char"":682},{""chunk_id"":1,""start_char"":684,""end_char"":1015,""source_start_char"":683,""source_end_char"":1014}]"
1607612882:6100	8	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":269,""source_start_char"":0,""source_end_char"":269}]"
1607612882:6285	4	1	"[{""chunk_id"":4,""start_char"":700,""end_char"":863,""source_start_char"":696,""source_end_char"":859}]"
1607612882:6285	8	6	"[{""chunk_id"":0,""start_char"":0,""end_char"":309,""source_start_char"":0,""source_end_char"":309},{""chunk_id"":2,""start_char"":448,""end_char"":583,""source_start_char"":446,""source_end_char"":581},{""chunk_id"":6,""start_char"":906,""end_char"":1025,""source_start_char"":900,""source_end_char"":1019},{""chunk_id"":7,""start_char"":1027,""end_char"":1119,""source_start_char"":1020,""source_end_char"":1112},{""chunk_id"":9,""start_char"":1270,""end_char"":1442,""source_start_char"":1261,""source_end_char"":1433},{""chunk_id"":10,""start_char"":1444,""end_char"":1514,""source_start_char"":1434,""source_end_char"":1504}]"
1607612882:6285	36	1	"[{""chunk_id"":3,""start_char"":585,""end_char"":698,""source_start_char"":582,""source_end_char"":695}]"
1607612882:6285	76	1	"[{""chunk_id"":8,""start_char"":1121,""end_char"":1268,""source_start_char"":1113,""source_end_char"":1260}]"
1607612882:6298	8	2	"[{""chunk_id"":4,""start_char"":317,""end_char"":377,""source_start_char"":332,""source_end_char"":392},{""chunk_id"":6,""start_char"":504,""end_char"":598,""source_start_char"":517,""source_end_char"":611}]"
1607612882:6298	80	1	"[{""chunk_id"":11,""start_char"":1012,""end_char"":1179,""source_start_char"":1020,""source_end_char"":1186}]"
1607612882:6298	92	1	"[{""chunk_id"":10,""start_char"":870,""end_char"":1010,""source_start_char"":879,""source_end_char"":1019}]"
1607612882:6312	11	1	"[{""chunk_id"":2,""start_char"":581,""end_char"":759,""source_start_char"":579,""source_end_char"":757}]"
1607612882:6312	29	1	"[{""chunk_id"":3,""start_char"":761,""end_char"":959,""source_start_char"":758,""source_end_char"":956}]"
1607612882:6312	30	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":276,""source_start_char"":0,""source_end_char"":276}]"
