topic_id	display_label	raw_name	keywords	representative_excerpt_1	representative_excerpt_2	representative_excerpt_3
140		140_looted_looting_property_shops	['looted', 'looting', 'property', 'shops', 'homes', 'guided', 'cars', 'burned', 'vandalized', 'solar', 'owners', 'citizens']	He pointed out that after they were dispersed, they went to the market and the property of street vendors and store owners was looted.	two children died and more than 15 houses were burned during the revolution.	Civilian committees reported that the militia looted property and proceeded to beat the residents and search homes.
141		141_appointed_empowerment_kizan_taqaddam	['appointed', 'empowerment', 'kizan', 'taqaddam', 'advisors', 'congress', 'alfaki', 'sitin', 'manna', 'demands', 'gosh', 'fired']	The arrival of pilgrims has been completed and (20) pilgrims have been counted Al-Bashir addresses the legislative body early next October Public opinion:	I apologize for Cairo’s statements and will not resign Saud Al-Barir:	leaders of the nation vote on Abdul Rahman Al-Sadiq’s succession to his father Ahmed Bilal apologizes for the ambiguity in his statements, and Al-Shaabi threatens to escalate the matter to the Council of Ministers ❣️Humanitarian appeal❣️:
142		142_watan_2025_news_al	['watan', '2025', 'news', 'al', 'august', 'february', 'tuesday', 'ad', '2024', 'december', 'friday', 'saturday']	*Balad News - Wednesday, August 29, 2018 AD - News Headlines* Issued by Sahar Al-Bayan Center for Press and Media Services *Foreign Affairs:	📰 Today's news: 👈 Al-Taayshi:	📌 Al-Rahifa is burning e 📰 Today's news:
143		143_albashir_albashirs_court_deposed	['albashir', 'albashirs', 'court', 'deposed', 'difference', 'trial', 'criminal', 'prosecution', '1989', 'big', 'charges', 'president']	Details of the first trial sessions of the rapist and killer of a child (Nyala) Anticipated amendments to the structures and secretariats of the National Congress Party The presidency directs rapid intervention to contain watery diarrhea in the White Nile The Egyptian President:	Abdel Wahed is behind the events at Camp Kalma Al-Bashir:	Al-Bashir has become a symbol of supporting the weak in the world Mohamed Atta:
144		144_film_series_shown_theater	['film', 'series', 'shown', 'theater', 'experience', 'dramatic', 'festival', 'actors', 'produced', 'acting', 'fingers', 'tragedies']	"""Dragged"" at ""60"" minutes, starting from the first of November Ishraqa:"	Taraji’s resignation via WhatsApp is unofficial Last minute:	Writer of the script of the Asham series: The series conveyed a realistic picture of the condition of the Sudanese expatriate, far from the rosy picture. Follow the latest news on the Telegram application via the link https://t.me/Sd_News_Network Alaa Al-Sheikh: Youth are able to move the stagnation in Sudanese drama “Asham” is a dramatic experience that caught attention when it was shown on one of the Sudanese satellite channels last Ramadan.
145		145_list_terrorism_terrorist_sponsoring	['list', 'terrorism', 'terrorist', 'sponsoring', 'instability', 'extremism', 'remove', 'removing', 'countries', 'combating', 'sudans', 'indicating']	In conclusion: I hope to confirm through you to our proud, patient, steadfast and peaceful people, and then to the whole world, our full commitment to the international partnership to consolidate the foundations of regional and international security and peace, and the cooperation and serious work that all of this requires to combat terrorism, money laundering crimes, and human trafficking, implement standards of transparency in public performance, fight corruption, and implement the goals of Sustainable international development with a greater focus on preserving the rights of women and children and commitment to protecting the environment. I also assure you and through you of our strict commitment to taking executive measures for the Sudan Initiative project to achieve Arab and African food security. I also affirm our continued openness to the peoples of the world to maximize partnerships and mutual benefits.	In the field of combating terrorism, America must take all of this into consideration and lift the sanctions imposed on Sudan.	We expected all options before the American decision came out An American research center calls on the Trump administration to remove Sudan from the terrorism list Public opinion:
146		146_httpswhatsappcomchannel0029vapgy3o7dmecjcizwq2x_channel_httpstmesudaaan_follow	['httpswhatsappcomchannel0029vapgy3o7dmecjcizwq2x', 'channel', 'httpstmesudaaan', 'follow', 'whatsapp', 'httpswhatsappcomchandnel0029vapgy3o7dmecjcizwq2x', 'telegram', 'sudan', 'httpswhatsappcomchaannel0029vb2jdpaixnnnnnnnnnnnnpxuj5a1x', 'httpswhatsappcomchaannel0029vb2jdpaixnnnnnnnnnnnnnpxuj5a1x', 'nubia', 'legend']	Follow Sudan channel on WhatsApp https://whatsapp.com/channel/0029Vapgy3O7dmecjCIZwQ2X Follow Sudan channel on Telegram https://t.me/sudaaan	Follow Sudan channel on WhatsApp https://whatsapp.com/channel/0029Vapgy3O7dmecjCIZwQ2X	Follow Sudan channel on WhatsApp https://whatsapp.com/channel/0029Vapgy3O7dmecjCIZwQ2X Follow Sudan channel on Telegram https://t.me/sudaaan
147		147_voluntary_returnees_return_deported	['voluntary', 'returnees', 'return', 'deported', 'deterioration', 'migration', 'deposited', '450', 'immigration', 'deportation', 'expatriates', 'buses']	The government insists that most of them came to find a better life, not asylum.	It is noteworthy that the centrist government, with strong support from the far right, proposed this new law, amid the arrival of about 90,000 asylum seekers to Austria since 2015.	Migration is transformed from a “means” for achieving our highest goals, into an “end” in which we live as we please, without a future outlook or planning for it.
148		148_httpstmesaqwl_coverage_fees_determined	['httpstmesaqwl', 'coverage', 'fees', 'determined', 'noted', 'fee', 'permission', 'share', 'imposed', 'comes', 'addition', '']	Full coverage of fees 2.	In addition to the fees that were imposed on them.	And there is no permission, and it also comes with a fee.
149		149_bird_birds_norway_sheep	['bird', 'birds', 'norway', 'sheep', 'cows', 'research', 'animal', 'suicide', 'crocodile', 'sent', 'mourning', 'die']	He asked her for a “deer” gazelle and a female animal.	A “bulldozer” was unable to uproot it, and it was uprooted by a strong wind.	I say wolves because they are the only animal that eats its prey alive without mercy or concern for its cries or groans. .
150		150_investment_economy_companies_economic	['investment', 'economy', 'companies', 'economic', 'sector', 'industry', 'productive', 'sectors', 'private', 'trade', 'policies', 'medium']	He said in press statements yesterday that the state will work hard with some United Nations organizations and financing institutions to help provide means and opportunities for small businesses and industries in the medium term.	Removing Sudatel’s name from the list of banned companies is a big step Public opinion:	We launched an initiative to develop small and medium enterprises at a cost of 200 billion pounds.
151		151_pounds_price_kilo_prices	['pounds', 'price', 'kilo', 'prices', 'vegetables', 'meat', 'pound', 'bakeries', 'increase', 'flour', 'markets', 'purchasing']	Khartoum imports garlic and vegetables at $150 million annually Interior Ministry:	He pointed out the importance of providing security for development and service projects to achieve their goals, pointing to the quality of Blue Nile State products and the high demand for them from abroad, especially bananas.	Sudanese coffee is declining compared to its foreign counterparts.
152		152_migrants_coast_boat_mediterranean	['migrants', 'coast', 'boat', 'mediterranean', 'tunisian', 'libyan', 'guard', 'drowned', 'rescued', 'libya', 'boats', 'italy']	more than 600 migrants rescued American magazine:	Explosives seized in Old Halfa Hundreds of migrants and dozens of children, including Sudanese, were rescued in the Mediterranean Sea A reading of the Arquette apartment incident and the Manhattan bar incident Parliamentarian:	The Libyan Coast Guard recovers the bodies of two migrants and others missing. # Sudan_News_Network on Telegram https://t.me/Sd_News_Network The Libyan Coast Guard on Sunday recovered the bodies of two migrants who died while trying to cross the Mediterranean and rescued at least 250 from two boats east of Tripoli, officials said. Coast Guard officials said one of the boats sank while the other was severely overcrowded. Some survivors stated that the fate of many migrants is still unknown and it is feared that they will drown. The two boats were at sea near the municipality of Qarabulli, from which boats have been launching frequently since local armed groups began preventing boats from leaving the coast to west of Tripoli last summer.
153		153_transportation_railway_tariffs_buses	['transportation', 'railway', 'tariffs', 'buses', 'proposal', 'lines', 'reduce', 'operating', 'bus', 'company', 'line', 'train']	It also has a railway station linking western Sudan to its center and east.	Transportation is an issue that turns children gray Ibrahim Ahmed Omar:	Katz proposes to connect the railways in Saudi Arabia, Bahrain, the Emirates, and others, to the city of Haifa, through the city of Bisan, on the border with Jordan, and then to the Sheikh Hussein border crossing with Jordan, and to complete the railways from the Jordanian region of Irbid and Mafraq to the Saudi border, and to meet with the Saudi railways. Katz explained that this project will link the Arabian Gulf to the port of Haifa on the Mediterranean.
154		154_karari_headlines_channel_ad	['karari', 'headlines', 'channel', 'ad', '2026', 'issued', 'newspaper', 'newspapers', 'local', '2025', 'akhbar', 'alyoum']	The most prominent headlines in local newspapers published this morning, Friday, May 11, 2018.	#NewsHarvest For today, Wednesday, November 7, 2018 AD, we monitor for you the most important local and international news issued by the Governor’s Center for Press Services. #	Local newspaper headlines for today, Saturday, July 18, 2020.
155		155_road_roads_asphalt_maintenance	['road', 'roads', 'asphalt', 'maintenance', 'rehabilitation', 'length', 'bridge', 'bridges', 'linking', 'internal', 'kilometers', 'project']	Al-Mansheya Bridge is working well Attention:	The governor announced projects that are being planned and will be announced. At that time, a big shift will occur Dr. Engineer Khaled Mohamed Khair, Minister of Infrastructure and Transportation, said that the length of the concrete body of the bridge is (600) meters, and the bridge is considered one of the (widest) bridges in the state, as it consists of two lanes and each lane includes (3) lanes. The bridge is connected by an asphalt road with a civil street with a length of (3,500) meters. From the western side and a road from the eastern side with Al-Ailfoun Street, with a length of (2,300) meters. The bridge was built by purely Sudanese hands, which confirms the great progress achieved by the Sudanese company (A&A) in building bridges, as it previously constructed the Tuti Bridge, the Nile Street Bridge, and the Central Market Bridge.	The Commissioner of the East Nile, Abdullah Al-Jili, said that the bridge will bring developmental, economic and social dimensions to his locality and contribute directly to the completion of development projects in the fields of agriculture, animal production, dams that protect against floods and water harvesting. The Commissioner announced the imminent opening of many service projects in the fields of education and health.
156		156_watan_nasr_2025_ad	['watan', 'nasr', '2025', 'ad', 'news', 'festival', 'al', 'july', 'marwa', 'collaborator', 'student', 'hebrew']	Nasr from God and open near	Nasr from God and open near	Nasr from God and open near
157		157_sennar_battle_regiment_placed	['sennar', 'battle', 'regiment', 'placed', 'sinja', 'liberation', 'discovered', 'army', 'anniversary', 'fall', 'regions', 'largest']	According to the Sudanese Ministry of Defense website, Khartoum sent an infantry battalion to support Egypt during the June 5, 1967 war against Israel, and it was stationed in the east of the Suez Canal (northeast of Egypt), and that force remained in the region, which was later supported and transformed into a brigade called the “Liwaa”. Victory”, before returning to Sudan in August 1972.	Post on Facebook *In 1967, the Egyptian army was defeated by the Israeli army in what was known as (the setback). The Sudanese army rose. By retraining the Egyptian army, especially officers. The entire Egyptian army was transferred to the Wadi Saydna area under the protection of the Sudanese army*. * Among the general Egyptian people, about 6.5 million Egyptians immigrated from Egypt to Sudan and were received.	︎ ☆ Related to the restoration of northern Bahri and opening the doors of the camps [Al-Ailfoun and Hattab].. ■ Darfur city axes ▪
158		158_homeless_services_social_welfare	['homeless', 'services', 'social', 'welfare', 'shelter', 'reassured', 'children', 'excellency', 'level', 'terms', 'treatment', 'organizing']	He said that there is a committee to evaluate the performance of national organizations, and any organization that does not provide services to citizens will be stopped, noting that there are 13,000 organizations at the state level and 5,300 organizations at the federal level.	Adam stated that he did not prevent relief from entering the state, but he stressed the need to organize the support that reaches the state so that the citizen does not beg for any source.	Motivations include addressing treatment and housing issues and providing easy means of movement.
159		159_unamid_mission_security_unitams	['unamid', 'mission', 'security', 'unitams', 'resolution', 'darfur', 'nations', 'united', 'council', 'departure', 'withdrawal', 'exit']	Popular differences hinder negotiations over the two regions The Security Council is considering reducing UNAMID forces to 44% 5 merchants died in a traffic accident on Al-Tahadi Road, Shindi, Khartoum Expectations of an improvement in the trade balance... Trade: A plan to increase exports and open new markets abroad Today's news: The Security Council is considering reducing the UNAMID mission in Darfur Egyptian expert: Relations with Sudan are on the right track He expressed objection to the attribution of Hamas and Al-Qaradawi to terrorism.	UNAMID head Jeremiah Mamabolo said: “I call on all parties involved in this situation to restore calm as soon as possible, as peaceful resolution of differences is the only way forward for the people of Darfur.”	The statement explained that a medical team from UNAMID is currently in Kalma camp to assist local authorities in treating the injured.
160		160_peace_negotiations_agreement_juba	['peace', 'negotiations', 'agreement', 'juba', 'parties', 'war', 'root', 'process', 'conflict', 'achieve', 'ending', 'democratic']	We do not want escalation, and all differences can be resolved through dialogue Follow the Sudan Network on Telegram.	He stressed his government's commitment to implementing the forum's decisions and its readiness to provide all services to villages and areas displaced by civil wars. The head of the Ajaweed Committee, Prince Ismail Muhammad Yusuf, confirmed that the file had been closed permanently, praising the response of the two parties and their desire for reconciliation. He said that announcing the outcomes of the forum will be the responsibility of the Ajaweed Committee, and that the decisions and recommendations issued by his committee are sufficient to implement reconciliation and establish sustainable peace between the two parties.	Regarding peace in South Sudan, Al-Bashir said that stopping the fighting there would achieve peace in the Blue Nile and South Kordofan regions.
161		161_empowerment_committee_professionals_removal	['empowerment', 'committee', 'professionals', 'removal', 'association', 'decision', 'relevant', 'tool', 'performing', 'decisions', 'committees', 'indicates']	We have 48,300 associations, including 30,000 activists.	According to the source, in addition to its immediate implementation on the ground, the decision included a review of all relevant issues.	We made a mistake in the Professionals Association by not participating, and we are still paying the price Al-White:
162		162_calm_neighborhood_normal_witnessed	['calm', 'neighborhood', 'normal', 'witnessed', 'houses', 'life', 'cautious', 'city', 'street', 'collapsed', 'fasher', 'operational']	Jalal al-Din Sheikh al-Tayeb, commissioner of Jabal Awliya, said that his locality was affected by a number of difficulties and problems, as it is witnessing a dense population, which requires development and the establishment of projects in cooperation with international and regional organizations for stability and development of the locality, noting that the Italian Development Agency is contributing an amount of 330,000 euros to his locality.	The commissioner of Al-Wahda locality, Muhammad Ahmed Jaber, indicated that the locality witnessed the return of the Kila area and is now witnessing the Tarba area, in addition to the fact that there are (13) villages scheduled for voluntary return.	︎ Last week, Muhammad Khairallah Mansour Khairallah, famous for the Nammat, moved in our district, Umm Badda, the sixth neighborhood, from the city of Al-Thawra, accompanied by a friend, to the city of Atbara, driving a Corolla car.
163		163_health_insurance_governor_locality	['health', 'insurance', 'governor', 'locality', 'kordofan', 'hospital', 'nile', 'north', 'opening', 'blue', 'center', 'medical']	The Governor of Khartoum said during the opening of the Wada' Allah Ibrahim Health Center in the Kalakla area in Khartoum yesterday, that Mamoun's good philosophy in establishing reference hospitals is clear, and this will be reflected in all states of Sudan.	⬅️Minister of Religious Affairs: We succeeded in the success of Hajj 1444 AH despite the complications ⬅️ The start of the third round of disease vector control in the neighborhoods of Gedaref municipality ⬅️The Minister of Education of the Nile River receives a book of results of the primary certificate exams ⬅️Meteorology: A slight rise in temperatures and light rain in some states ⬅️ Launching the first batch of the Saudi wheat share for the Darfur region ⬅️Wali of Kassala: We strive to reach the level of comprehensive quality in Hajj work ⬅️The northern governor witnesses the celebration of the Gold locality with the graduation of 1,300 mustermen ⬅️The National Committee to Combat Human Trafficking holds an ambassadorial meeting ⬅️ Health in the Nile River examined how to restore health insurance services in the state ⬅️Health insurance: Providing health services to 3.1 million citizens ⬅️The governor of Gedaref witnesses the signing of the rehabilitation contract for the modern Gedaref slaughterhouse ⬅️The governor of Gedaref meets with the state’s Medical and Health Work Coordination Council ⬅️ Specifications and standards in the White Nile eliminate 45 tons of food drinks ⬅️Sinnar Health and the International Medical and Pharmaceutical Authority are examining the authority’s interventions in the state ⬅️A media mechanism to enhance the efforts of the Ministry of Health on the island to combat epidemics ⬅️ Preparations for the opening of the Gold Building in Dongola, the second half of this October ⬅️The Darfur Regional Government receives medicines and relief materials ⬅️Drug control arrested three of the most dangerous drug dealers ⬅️Shendi detectives succeeded in ensnaring a group of people who committed looting crimes ⬅️ A delegation from the Youth House Initiative to finance youth projects visits Gedaref State	₩Various news: ♢Health Insurance inaugurates the Bausif Health Center in Halayeb locality ♢Specifications Kitchen in Gedaref continues its social responsibility program ♢Pharmaceutical Council: An agreement with customs to clear medicines and pharmaceutical preparations in Kassala ♢The designated Attorney General meets with his Egyptian counterpart on the sidelines of the plaintiffs’ summit ♢The Northern Governor witnesses the conclusion of the shooting program for the Strategic Battalion in Al-Dabbah ♢The governor of Kassala inspects citizens affected by the flood of the Gash River in the city of Aroma ♢Gedaref begins deporting displaced people from Sennar from reception centers to the Al-Huri area ♢The governor of Kassala inspects alternative sites for shelter Continuation of the feeding initiative and family and therapeutic support from the Karari channel on your bank account 2598915 Al-Hattana Branch, one pound for one pound, to feed hospices. Karari channel on Telegram https://t.me/kraray224466.
164		164_inquiries_249918984706_orders_delivery	['inquiries', '249918984706', 'orders', 'delivery', 'best', 'whatsapp', 'service', 'states', 'number', 'khartoum', 'arabic', 'english']	For orders and inquiries, call or WhatsApp via the number +249918984706 with the best delivery service within Khartoum State and to the states. *	For orders and inquiries, call or WhatsApp via the number +249918984706 with the best delivery service within Khartoum State and to the states. *	For orders and inquiries, call or WhatsApp via the number +249918984706 with the best delivery service within Khartoum State and to the states. -
165		165_summary_best_news_start	['summary', 'best', 'news', 'start', 'alwatan', '2021', 'ad', 'akhbar', 'alyoum', 'day', 'newspaper', '2022']	🇸🇩(((🔵 Country News - Monday, February 19, 2024 AD 🔵 ))) 🇸🇩 🔵 Al-Watan newspaper:	🇸🇩((( 🔵 Country News - Tuesday, February 20, 2024 AD 🔵 ))) 🇸🇩 🔵 Al-Watan newspaper:	Country News - Friday, January 12, 2024 AD 🔵 Al-Watan newspaper:
166		166_coup_freedom_change_revolutionary	['coup', 'freedom', 'change', 'revolutionary', 'plotters', '1989', 'military', 'justifications', 'october', 'agreed', 'revolution', 'tyranny']	What is going on about a coup and arrests, Rumors Net With pictures and details:	The coup led by a handful of leaders involved in grievances and dedicated to tyranny and tyranny makes the country vulnerable to a repetition of the farce that we have witnessed for thirty years, a farce based on the legalization of murder, tragedies, injustice, violence, marginalization, racism, corruption, nepotism, and circumventing the laws and the constitution.	Today's news: Freedom and Change reveals arrest warrants for those accused of planning and planning the 1989 coup.
167		167_health_haitham_dr_competence	['health', 'haitham', 'dr', 'competence', 'ministry', 'akram', 'medicines', 'surprised', 'treatment', 'exploited', 'medical', 'minister']	The statement added: Although the Ministry, through the Department of Information and Public Relations, did not skimp on any information to the various local and international media outlets, considering that obtaining information for media outlets is a right guaranteed by the Constitution, a rumor, not devoid of purpose, emerged through social media through the Minister’s mouth to the effect that “Federal Minister of Health, Bahar Abu Garda: The state spends too many pennies to treat cancer patients, and in the end they die.” This false statement is not commensurate with the reality of the responsibility that His Excellency the Minister is facing, and what confirms this is that it was not mentioned in any newspaper, satellite or radio channel, local or international, and despite that, some pseudonyms began to circulate this false statement with some sarcasm in newspapers. .	Professor Bahr Idris Abu Garda, the Federal Minister of Health, confirmed the provision of all devices and equipment and the completion of the health map at all levels in the administrative units, localities and at the state level, explaining that the wonderful achievements in the Gold locality were the result of combined official and popular efforts in many fields, especially the health field.	Menoufli pointed out that this program was intended to communicate with the community and deliver the message of awareness of Arab Traffic Week, extending his thanks to the Ministry of Health and Traffic Medicine for supporting and sponsoring the treatment day. For his part, the Acting Director General of the Ministry of Health, Siddiq Abdullah Abdul Rahman, indicated that the treatment day will provide specialized medical services in addition to providing free examination and medicine, including x-ray service. He promised to hold treatment days in the coming days in the Kas locality in coordination with the police, and praised the free therapeutic services provided by the police forces to citizens, and stressed that their services were not limited to the security aspects only, but rather extended to therapeutic and medicinal aspects, in addition to ambulance and transporting patients and maternity cases via rescue vehicles day and night.
168		168_newspaper_alwatan_alyoum_alintibaha	['newspaper', 'alwatan', 'alyoum', 'alintibaha', 'akhbar', 'alsayha', 'alatta', 'alahed', 'yasser', 'arbitrary', 'cooperative', 'publishes']	Death takes away the head of the sports section of “Al-Watan” newspaper.	Akhbar Al-Youm newspaper: A Republican decision to relieve Professor Ghandour from the Ministry of Foreign Affairs.	We refused to participate in power to devote ourselves to the supervisory role Al-Intibaha newspaper:
169		169_interests_america_americans_negotiation	['interests', 'america', 'americans', 'negotiation', 'quartet', 'facilitates', 'speech', 'dictates', 'selfdetermination', 'controversial', 'reach', 'allies']	"He continued, ""Despite that, we seek to solve our problems with stability, and we abide by Kissinger's saying, 'America's friendship is a problem and its hostility is a disaster.'"""	He said that the United States of America moves according to interests and not according to principles, and in many cases interests outweigh principles and always seeks pressure to achieve its interests, even if achieving those interests clashes with American principles and values.	We are optimistic about the transitional government and the roots of the crisis must be resolved in order for peace to be achieved. -
170		170_god_victory_conquest_valiant	['god', 'victory', 'conquest', 'valiant', 'grant', 'oh', 'protect', 'willing', 'enemies', 'army', 'near', 'heroes']	The whole matter belongs to God, and in the hands of God, there are many prayers, and your trust in God is great, and in your army after God, and we reassure you that, God willing, we will be victorious, and God willing, our island is free and free of rebellion, but do not wait for this story to end. Between day and night, we see battles, battles, and tours with... Rebellion: People are fortified with certainty, and, God willing, things are in order Victory from God and conquest is near	Now, thanks to God, the army begins the harvesting operations and has thwarted the plans of the outside and the workers of the inside, with God’s help.	*May God grant victory to our armed forces and hasten relief and we may enjoy security, safety and stability.
171		171_jobs_scholarship_opportunity_professors	['jobs', 'scholarship', 'opportunity', 'professors', 'contains', 'apply', 'interested', 'masters', 'courses', 'study', 'english', 'host']	https://sudancareer.com/mti An important opportunity ❤️❤️ A grant for #Sudanese university professors 🇸🇩 who were affected by the war provides financial support, professional development support, and resources to assist professors in terms of entry visas and travel matters to the host country https://sudancareer.com/fellowship/fellowships-iie-scholars For more jobs: https://sudancareer.com For those interested in the jobs of organizations, this Telegram channel contains all the jobs of organizations in Sudan https://t.me/joinchat/AAAAAE8O3UlRewjpjqii1A https://t.me/orgsd	https://study.sudancareer.com/?p=881 Maastricht University NL-High Scholarship to study a master’s degree in the Netherlands 🇳🇱 You will receive an amount of 12,675 euros annually for living expenses (975 euros per month) https://study.sudancareer.com/?p=885 For more jobs: https://sudancareer.com For those interested in the jobs of organizations, this Telegram channel contains all the jobs of organizations in Sudan https://t.me/joinchat/AAAAAE8O3UlRewjpjqii1A https://t.me/orgsd	https://study.sudancareer.com/?p=881 2- Maastricht University NL-High Scholarship to study a master’s degree in the Netherlands 🇳🇱 You will receive an amount of 12,675 euros annually for living expenses (975 euros per month) https://study.sudancareer.com/?p=885 For more jobs: https://sudancareer.com For those interested in the jobs of organizations, this Telegram channel contains all the jobs of organizations in Sudan https://t.me/joinchat/AAAAAE8O3UlRewjpjqii1A https://t.me/orgsd
172		172_islamic_movement_almahdi_religious	['islamic', 'movement', 'almahdi', 'religious', 'sheikh', 'brotherhood', 'republican', 'alsadiq', 'christian', 'mosque', 'muslim', 'sitin']	A presidential directive to arrange an official Shiism:	An attack on Al-Azhar for its refusal to declare the perpetrators of the Rawda operation as infidels...and Shoman:	The federalist in origin participates in writing the constitution A recommendation to monitor Christian issues and submit them for guidance A new group split from Abdul Wahid and joined Al-Salam. #
173		173_scholarship_admission_apply_university	['scholarship', 'admission', 'apply', 'university', 'luck', 'grant', 'wait', 'meaning', 'choice', 'better', 'artistic', 'correspondent']	🇸🇩 With fully funded scholarships for students. -	Required academic average: 2.0 (GPA) or its equivalent in the scholarship applicant’s country (approximately 75%) - varies depending on the country. The scholarship is flexible for university admission, meaning: 1- You can obtain university admission at any university and then apply for the scholarship 2- You can wait to get the scholarship, then apply to the university and write to SBW again 3- The first choice supports the position better Scholarship link: https://study.sudancareer.com/?p=468 Good luck everyone ❤️	It is a full scholarship that covers all study expenses - two tickets (round trip) with a monthly stipend.
174		174_summary_news_best_start	['summary', 'news', 'best', 'start', 'ad', '2021', 'day', 'saturday', '2022', '2020', 'november', 'headlines']	Country News - Saturday, November 3, 2018 - News headlines 🔵	Country News - Saturday, November 10, 2018 - News headlines 🔵	Country News - Saturday, August 25, 2018 - News headlines Happy New Year.
175		175_payment_transactions_account_bank	['payment', 'transactions', 'account', 'bank', 'request', 'easier', 'safely', 'easily', 'financial', 'banks', 'reliable', 'fast']	Agreement to facilitate banking transactions Minister of Information:	He expected that other global payment methods (West Union) would be active in the matter of transfers for trade purposes, and he said that they are quasi-banking transfer methods that were previously prohibited.	New features in your bank application Our valued customers,, Download the #YourBank application update to the latest version and enjoy the new additional features: 1.
176		176_join_scene_httpstmesdnewsnetwork_link	['join', 'scene', 'httpstmesdnewsnetwork', 'link', 'telegram', 'sudanese', 'httpswhatsappcomchannel0029va9dzn3l7uvv5orzew3o', 'device', 'httpstmesudaray', 'removal', 'opinion', 'solution']	The device... between solution and removal ــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــ _Join the Sudanese scene on Telegram via the link​ https://t.me/Sd_News_Network	ــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــ _Join the Sudanese scene on Telegram via the link https://t.me/Sd_News_Network	ــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــ _Join the Sudanese scene on Telegram via the link https://t.me/Sd_News_Network
177		177_republican_palace_civilization_history	['republican', 'palace', 'civilization', 'history', 'ii', 'abundant', 'era', 'enlightened', 'invaders', 'proof', 'fall', 'rule']	In his speech in front of the warrants of the two warriors at the headquarters of the Ministry And Egyptians were angry at the time of the last Arabs in Darfur (West).	Two crescents in the African Confederation today, white and Nigeria.	We did not enter Khartoum as “invaders” and the era of coups has ended irreversibly.
178		178_commanderinchief_armed_flag_excellency	['commanderinchief', 'armed', 'flag', 'excellency', 'incubator', 'forces', 'alatta', 'reassured', 'independence', 'sovereignty', 'homelands', 'chairman']	Minister of State for Defense: The Armed Forces dealt with Musa Hilal with a policy of restraint #Sudan_News_Network on Telegram https://t.me/Sd_News_Network Lieutenant General Ali Muhammad Salem, Minister of State at the Ministry of Defense, said that the Armed Forces dealt with Musa Hilal with a policy of restraint and patience, despite his negative statements, adding that Musa Hilal is against the campaign to collect weapons.	Al-Bashir, who witnessed the closing exercise of the 55th General Military Shooting Festival at the training camp northeast of Atbara on Tuesday, pledged to continue his efforts to build armed forces that would be a deterrent force for anyone thinking of attacking Sudan. Al-Bashir affirmed his happiness and complete satisfaction with the level that the armed forces have reached in terms of training, qualification, and the equipment they possess, and pointed to the cohesion and valor of the armed forces and their defense of the homeland since independence. Al-Bashir said, “There is no army that was patient, steadfast, victorious, and thwarted all the enemies’ plans except the Sudanese army.	Al-Bashir praised the industrial defense system and said, “We now have the most modern factories for producing military equipment in the entire region, as Sudan has begun exporting equipment, clothing, and weapons to many countries.” Al-Bashir saluted the armed forces in Yemen and in the Land of the Two Holy Mosques who raised Sudan’s head high with their courage. He also saluted the first generation of Sudan’s defense leaders and political leaders who achieved Sudan’s independence. He praised the international company “Zadna” and the “Sor” company.
179		179_hammam_shafiq_magdy_science	['hammam', 'shafiq', 'magdy', 'science', 'technology', 'riyadh', 'ahmed', 'university', 'arabia', 'saudi', 'press', 'sudan']	Magdy Shafiq Ahmed Hammam Sudan University of Science and Technology Press:	Magdy Shafiq Ahmed Hammam Sudan University of Science and Technology Press:	Magdy Shafiq Ahmed Hammam Sudan University of Science and Technology Riyadh Saudi Arabia:
180		180_traffic_buses_transportation_bus	['traffic', 'buses', 'transportation', 'bus', 'vehicles', 'travel', 'staying', 'transport', 'tariffs', 'stops', 'trucks', 'roads']	Conditional permission for “HATS” to transport passengers across the states Independent:	A public vehicle driver dedicates the evening period to transporting women only.	Increasing the tariffs of transportation lines without any controls.
181		181_vehicles_enemy_destroyed_forces	['vehicles', 'enemy', 'destroyed', 'forces', 'rebel', 'infantry', 'attack', 'retreated', 'clashes', 'rebels', 'northeastern', 'bahri']	The Rapid Support Forces were also used to crush the rebels in Bashir's violent counterinsurgency campaign. - “	▪️The Rapid Support Forces said that the displacement operations from cities and areas under their control, due to fears of air attacks by army aircraft.	We compensated for part of the lack of forces by opening two camps in Soba and the Chinese Farm, but only fighters were in Kalash, and most of them went to looting. *
